problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct
three_rule_comb2,2,three_rule_comb2_2,False,[8 5 6],"8 5 6]
[9 4 8]",-1.3244209289550781,"[8, 5, 6]",True,"[-14.104372024536133, -9.856024742126465, -8.283214569091797, -4.266807556152344, -0.2789649963378906, -5.765056610107422, -11.922101974487305, -15.059398651123047]",4,8 5 6],-0.2789649963378906,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,2,three_rule_comb3_2,False,[6 3 7],"6 3 7] [9 3 0]
",-3.6167240142822266,"[6, 3, 7]",True,"[-1.6081466674804688, -8.895780563354492, -5.889892578125, -9.749702453613281, -6.7904052734375, -7.025243759155273, -7.540193557739258, -7.632297515869141]",0,6 3 7],-1.6081466674804688,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,2,three_rule_comb4_2,False,[9 3 1],"9 3 1]
[8 2 5]",-5.942436218261719,"[9, 3, 1]",True,"[-10.499895095825195, -1.2548370361328125, -6.9267120361328125, -9.52894401550293, -10.680116653442383, -10.750675201416016, -4.65997314453125, -9.856508255004883]",1,9 3 1],-1.2548370361328125,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,2,three_rule_comb5_2,False,[5 3 1],"5 5 1]
[3 5 2]",-3.155721664428711,"[5, 5, 1]",False,"[-9.778215408325195, -8.225837707519531, -3.0570640563964844, -6.946300506591797, -2.760477066040039, -6.133440017700195, -8.872034072875977, -8.195358276367188]",4,5 3 1],-2.760477066040039,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,2,three_rule_comb6_2,False,[1 0 2],"1 0 1]
[7 0 1]",-6.567283630371094,"[1, 0, 1]",False,"[-6.6132965087890625, -7.977886199951172, -7.8575897216796875, -7.980556488037109, -7.94432258605957, -6.3616790771484375, -5.70977783203125, -3.828603744506836]",7,1 0 2],-3.828603744506836,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,2,three_rule_comb7_2,False,[4 7 9],"4 2 1]
[5 2 1]",-2.89324951171875,"[4, 2, 1]",False,"[-6.024879455566406, -8.445770263671875, -8.100238800048828, -3.988077163696289, -5.854085922241211, -10.738166809082031, -9.496702194213867, -8.523750305175781]",3,6 6 6],-3.988077163696289,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,2,three_rule_comb8_2,False,[3 0 8],"8 4 2]
[8 2 6]",-4.404994964599609,"[8, 4, 2]",False,"[-8.809091567993164, -6.142148971557617, -4.425081253051758, -8.152366638183594, -9.408042907714844, -9.391977310180664, -5.754123687744141, -4.402780532836914]",7,7 4 4],-4.402780532836914,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb9,2,three_rule_comb9_2,False,[6 7 2],"6 5 4]
[5 6 3]",-2.9048900604248047,"[6, 5, 4]",False,"[-5.856481552124023, -9.197027206420898, -3.354951858520508, -8.769817352294922, -4.605810165405273, -9.371210098266602, -10.749532699584961, -3.8303260803222656]",2,6 7 2],-3.354951858520508,True,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union,2,c3_set_union_2,True,[1 9 8 6],"1 8]
[1 9] [8",-6.621606826782227,[1 8],False,"[-8.127431869506836, -2.3255672454833984, -3.2655487060546875, -6.719974517822266, -2.731121063232422, 0.0, -5.7295074462890625, -2.366830825805664]",5,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union,2,c1_set_union_2,True,[1],"1]
[4 2] [4]",-3.6320457458496094,[1],True,"[-5.773311614990234, -6.448554992675781, -4.001127243041992, -0.2054576873779297, -6.81401252746582, -4.379402160644531, -8.406408309936523, -8.764657974243164]",3,1],-0.2054576873779297,True,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union,2,c2_set_union_2,True,[1],"8 1 4 1] [1 1]
",-4.510263442993164,[1 1 4 8],False,"[0.0, -3.4750137329101562, -6.411151885986328, -4.171049118041992, -3.7713871002197266, -3.3938064575195312, -2.7906055450439453, -2.607471466064453]",0,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND,2,AND_2,True,[5],"5]
[8 5 1] [9",-3.483919143676758,[5],True,"[-6.244047164916992, -6.011528015136719, -5.528017044067383, -10.515851974487305, -4.381507873535156, -5.871824264526367, -10.013362884521484, -0.4107208251953125]",7,5],-0.4107208251953125,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR,2,XOR_2,True,[3 4],"4 5]
[4 5] [5",-4.78339958190918,[4 5],False,"[-17.129343032836914, -3.9487075805664062, -2.160289764404297, -11.751338958740234, -9.105707168579102, -8.932714462280273, -3.0131988525390625, -10.819957733154297]",2,5 1],-2.160289764404297,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union_permuted,2,c3_set_union_permuted_2,True,[2 1 4 6],"1 4]
[4 2] [6",-6.13957405090332,[1 4],False,"[-6.08305549621582, -6.674369812011719, -3.5478363037109375, -3.1756935119628906, -4.326915740966797, -10.590591430664062, -4.690141677856445, -4.09222412109375]",3,1 2],-3.1756935119628906,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union_permuted,2,c2_set_union_permuted_2,True,[9],"2 9]
[7] [7 9",-6.96246337890625,[2 9],False,"[0.0, -3.2967987060546875, -3.561025619506836, -5.232748031616211, -2.3223228454589844, -5.599695205688477, -2.7491722106933594, -3.7852306365966797]",0,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union_permuted,2,c1_set_union_permuted_2,True,[2],"2]
[0 2] [0]",-5.996635437011719,[2],True,"[-8.807846069335938, -6.855157852172852, -1.5252342224121094, -8.207948684692383, -3.3820877075195312, -5.260274887084961, -3.5462512969970703, -3.7035789489746094]",2,2],-1.5252342224121094,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR_permuted,2,XOR_permuted_2,True,[1 7],"4 1]
[4 1] [7",-5.486309051513672,[1 4],False,"[-10.992176055908203, -9.232617378234863, -4.157815933227539, 0.0, -3.706357955932617, -11.278143882751465, -10.10047721862793, -12.796479225158691]",3,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND_permuted,2,AND_permuted_2,True,[],"2] [3]
[2] [",-6.276575088500977,[2],False,"[-3.752187728881836, -1.818033218383789, -8.966468811035156, -6.280790328979492, -4.150819778442383, 0.0, -2.4217586517333984, -4.654569625854492]",5,],0.0,True,allenai/OLMo-7B,step211000-tokens933B,False
row_constant,3,row_constant_3,False,[3],"3]
[4] [4] [",-2.608613967895508,[3],True,"[-4.479923248291016, -4.960565567016602, -4.910863876342773, -5.841159820556641, -4.004720687866211, -0.10930442810058594, -4.556554794311523, -3.6384525299072266]",5,3],-0.10930442810058594,True,allenai/OLMo-7B,step211000-tokens933B,False
col_constant,3,col_constant_3,False,[8],"8]
[7] [4] [",-0.2420501708984375,[8],True,"[-4.223907470703125, -4.95176887512207, -4.034147262573242, -6.084308624267578, -6.029537200927734, -4.708887100219727, -4.303876876831055, -0.08687400817871094]",7,8],-0.08687400817871094,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag1,3,dist3_diag1_3,False,[0],"0]
[9] [0] [",-2.6500492095947266,[0],True,"[-3.573881149291992, -1.621816635131836, -2.990732192993164, -3.410768508911133, -3.124217987060547, -3.730691909790039, -4.2260589599609375, -0.7470016479492188]",7,0],-0.7470016479492188,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag2,3,dist3_diag2_3,False,[4],"4]
[1] [4] [",-1.8036270141601562,[4],True,"[-4.053874969482422, -3.4768524169921875, -3.660825729370117, -3.439882278442383, -4.476261138916016, -0.1974811553955078, -3.178934097290039, -5.161571502685547]",5,4],-0.1974811553955078,True,allenai/OLMo-7B,step211000-tokens933B,False
prog_size1,3,prog_size1_3,False,[7],"7]
[6] [7] [",-0.6247539520263672,[7],True,"[-3.5423927307128906, -4.306634902954102, -4.053703308105469, -0.2500724792480469, -3.438070297241211, -5.315423965454102, -4.592990875244141, -2.5480175018310547]",3,7],-0.2500724792480469,True,allenai/OLMo-7B,step211000-tokens933B,False
prog_size2,3,prog_size2_3,False,[1],"1]
[3] [1] [",-1.977447509765625,[1],True,"[-2.7470054626464844, -0.8571071624755859, -1.9981937408447266, -3.964550018310547, -3.0195388793945312, -4.876125335693359, -4.259679794311523, -3.4135055541992188]",1,1],-0.8571071624755859,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb0,3,two_rule_comb0_3,False,[2 0],"2 0]
[2 0] [2",-3.7557945251464844,"[2, 0]",True,"[-0.0390777587890625, -6.324800491333008, -6.4602203369140625, -6.39293098449707, -8.40255355834961, -8.334320068359375, -6.78742790222168, -9.11407470703125]",0,2 0],-0.0390777587890625,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,3,two_rule_comb1_3,False,[3 4],"3 4]
[2 0] [2",-4.087881088256836,"[3, 4]",True,"[-6.699853897094727, -6.648412704467773, -0.6527519226074219, -6.692047119140625, -8.227132797241211, -5.816947937011719, -5.566808700561523, -6.895908355712891]",2,3 4],-0.6527519226074219,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,3,two_rule_comb2_3,False,[1 5],"1 5]
[3 3] [1",-2.3084335327148438,"[1, 5]",True,"[-3.0642471313476562, -5.395776748657227, -6.0698394775390625, -1.1641559600830078, -10.961136817932129, -7.731632232666016, -2.125608444213867, -5.441694259643555]",3,1 5],-1.1641559600830078,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb3,3,two_rule_comb3_3,False,[1 8],"1 8]
[8 9] [0",-2.2403507232666016,"[1, 8]",True,"[-0.57366943359375, -3.043478012084961, -5.274196624755859, -7.81382942199707, -6.711494445800781, -2.6582279205322266, -8.009836196899414, -7.825162887573242]",0,1 8],-0.57366943359375,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb4,3,two_rule_comb4_3,False,[3 1],"3 4]
[3 4] [8",-3.86517333984375,"[3, 4]",False,"[-5.54475212097168, -5.411603927612305, -4.044914245605469, -6.502481460571289, -4.821557998657227, -3.481618881225586, -7.409080505371094, -3.6540775299072266]",5,3 1],-3.481618881225586,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb5,3,two_rule_comb5_3,False,[4 5],"4 5]
[5 4] [4",-0.3144512176513672,"[4, 5]",True,"[-6.277639389038086, -4.36048698425293, -7.212703704833984, -7.032865524291992, -8.375962257385254, -0.16207504272460938, -6.189874649047852, -7.882978439331055]",5,4 5],-0.16207504272460938,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb0,3,three_rule_comb0_3,False,[9 7 2],"9 7 2]
[9 7 2]",-3.212066650390625,"[9, 7, 2]",True,"[-13.891765594482422, -0.00995635986328125, -7.45094108581543, -11.803840637207031, -8.849594116210938, -14.319807052612305, -13.41067886352539, -10.553804397583008]",1,9 7 2],-0.00995635986328125,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb1,3,three_rule_comb1_3,False,[6 4 8],"6 4 8]
[6 4 5]",-5.808422088623047,"[6, 4, 8]",True,"[-9.47327995300293, -8.118505477905273, -9.577207565307617, -1.02642822265625, -9.788223266601562, -10.558982849121094, -9.514381408691406, -9.863807678222656]",3,6 4 8],-1.02642822265625,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb2,3,three_rule_comb2_3,False,[2 8 8],"2 8 8]
[3 3 4]",-5.665304183959961,"[2, 8, 8]",True,"[-13.474285125732422, -9.895814895629883, -12.29177474975586, -9.155927658081055, -9.09722900390625, -9.048788070678711, -11.59251594543457, -0.312103271484375]",7,2 8 8],-0.312103271484375,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,3,three_rule_comb3_3,False,[4 8 9],"4 8 5] [1 7 9]
",-6.346822738647461,"[4, 8, 5]",False,"[-8.113616943359375, -6.170724868774414, -3.1393051147460938, -7.534599304199219, -6.321378707885742, -6.714382171630859, -4.835416793823242, -7.1618499755859375]",2,4 8 9],-3.1393051147460938,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,3,three_rule_comb4_3,False,[9 7 0],"9 7 2]
[9 7 2]",-6.093267440795898,"[9, 7, 2]",False,"[-10.601570129394531, -6.410341262817383, -4.836511611938477, -6.76402473449707, -9.005180358886719, -8.478574752807617, -11.292097091674805, -11.316263198852539]",2,9 9 4],-4.836511611938477,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,3,three_rule_comb5_3,False,[5 9 2],"5 3 4]
[5 4 3]",-5.568708419799805,"[5, 3, 4]",False,"[-7.719747543334961, -9.947748184204102, -16.361648559570312, -6.434864044189453, -13.654195785522461, -5.000740051269531, -10.592580795288086, -10.748085021972656]",5,5 9 2],-5.000740051269531,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,3,three_rule_comb6_3,False,[3 1 9],"3 9 0]
[4 0 8]",-7.188343048095703,"[3, 9, 0]",False,"[-5.865818023681641, -9.559614181518555, -8.15584945678711, -6.067770004272461, -3.6315994262695312, -5.818473815917969, -8.163278579711914, -5.811710357666016]",4,3 1 9],-3.6315994262695312,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,3,three_rule_comb7_3,False,[4 8 5],"4 6 1]
[3 4 6]",-2.6409530639648438,"[4, 6, 1]",False,"[-13.796077728271484, -6.779727935791016, -14.575721740722656, -4.936368942260742, -11.455812454223633, -3.462308883666992, -10.04252815246582, -11.906665802001953]",5,4 8 5],-3.462308883666992,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,3,three_rule_comb8_3,False,[7 5 9],"7 5 1]
[6 4 2]",-2.3292064666748047,"[7, 5, 1]",False,"[-4.501569747924805, -9.626955032348633, -7.760580062866211, -3.8750839233398438, -10.072006225585938, -5.881649017333984, -7.499567031860352, -6.339624404907227]",3,7 5 6],-3.8750839233398438,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb9,3,three_rule_comb9_3,False,[5 8 6],"5 8 3]
[6 7 5]",-2.1087818145751953,"[5, 8, 3]",False,"[-6.996616363525391, -7.448497772216797, -1.6074485778808594, -10.119852066040039, -9.005512237548828, -8.307699203491211, -2.957345962524414, -8.693317413330078]",2,5 8 6],-1.6074485778808594,True,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union,3,c3_set_union_3,True,[0 4 8 7],"0 8 7]
[0 4] [",-5.594850540161133,[0 7 8],False,"[-10.025606155395508, -2.588573455810547, -3.5765914916992188, -6.647794723510742, -2.57757568359375, -5.276182174682617, -6.173410415649414, -5.204591751098633]",4,0 8 7],-2.57757568359375,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union,3,c1_set_union_3,True,[9],"9]
[7 5 9 0] [",-5.142328262329102,[9],True,"[-0.48947715759277344, -7.695438385009766, -8.242551803588867, -5.698699951171875, -5.0944366455078125, -4.979297637939453, -4.187461853027344, -6.90570068359375]",0,9],-0.48947715759277344,True,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union,3,c2_set_union_3,True,[2],"2]
[3] [3 2]",-7.220300674438477,[2],True,"[-4.342924118041992, -7.710376739501953, 0.0, -4.206199645996094, -3.285177230834961, -1.5623092651367188, -4.872589111328125, -5.945096969604492]",2,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND,3,AND_3,True,[5],"5]
[0 5 5] [6",-2.8460617065429688,[5],True,"[-9.498687744140625, -15.942315101623535, -9.086332321166992, -4.774805068969727, -8.254779815673828, -0.2078990936279297, -9.408369064331055, -4.575897216796875]",5,5],-0.2078990936279297,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR,3,XOR_3,True,[9 8],"8 6]
[1 6] [8",-4.623676300048828,[6 8],False,"[-11.087865829467773, -4.194557189941406, -3.4619216918945312, -4.409799575805664, -9.75126838684082, -9.796503067016602, 0.0, -4.18708610534668]",6,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union_permuted,3,c3_set_union_permuted_3,True,[6 0 1 3],"3 1 6]
[1 3] [",-5.061246871948242,[1 3 6],False,"[-16.081851959228516, -2.354074478149414, -3.9037647247314453, 0.0, -6.498615264892578, -7.9728851318359375, -4.867303848266602, -4.763572692871094]",3,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union_permuted,3,c2_set_union_permuted_3,True,[8],"9 0]
[0] [0 8",-7.045755386352539,[0 9],False,"[-3.996082305908203, -2.6992645263671875, -6.9306488037109375, -3.4456043243408203, -6.675609588623047, -7.922580718994141, 0.0, -4.127346038818359]",6,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union_permuted,3,c1_set_union_permuted_3,True,[3],"3]
[3 0] [0]",-6.266939163208008,[3],True,"[-4.674617767333984, -8.231229782104492, -9.329595565795898, -2.0320568084716797, 0.0, -11.933223724365234, -1.8666667938232422, -7.44757080078125]",4,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
XOR_permuted,3,XOR_permuted_3,True,[6 0],"8 3]
[3 0] [3",-5.134120941162109,[3 8],False,"[-2.2994441986083984, -12.483969688415527, -5.315097808837891, -13.86876106262207, -15.337333679199219, -2.5560054779052734, -4.468423843383789, -4.521944046020508]",0,0 8],-2.2994441986083984,False,allenai/OLMo-7B,step211000-tokens933B,False
AND_permuted,3,AND_permuted_3,True,[],"1] [1]
[7 1]",-5.042293548583984,[1],False,"[0.0, -5.204410552978516, -10.719783782958984, -14.16450309753418, -14.957952499389648, -12.798898696899414, -3.1018218994140625, -1.5596160888671875]",0,],0.0,True,allenai/OLMo-7B,step211000-tokens933B,False
row_constant,4,row_constant_4,False,[6],"6]
[3] [3] [",-2.178577423095703,[6],True,"[-4.357973098754883, -4.814271926879883, -3.895771026611328, -5.226228713989258, -0.11023139953613281, -3.7891368865966797, -5.324939727783203, -4.177284240722656]",4,6],-0.11023139953613281,True,allenai/OLMo-7B,step211000-tokens933B,False
col_constant,4,col_constant_4,False,[7],"7]
[9] [8] [",-0.3429412841796875,[7],True,"[-5.066173553466797, -6.562034606933594, -6.545259475708008, -3.4664459228515625, -6.781976699829102, -0.07439231872558594, -4.702457427978516, -4.8226318359375]",5,7],-0.07439231872558594,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag1,4,dist3_diag1_4,False,[6],"6]
[6] [5] [",-2.8497161865234375,[6],True,"[-3.8709239959716797, -2.492919921875, -0.5841388702392578, -2.744447708129883, -4.033622741699219, -2.963479995727539, -3.8469371795654297, -3.4584293365478516]",2,6],-0.5841388702392578,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag2,4,dist3_diag2_4,False,[2],"2]
[7] [8] [",-2.3622169494628906,[2],True,"[-3.716808319091797, -4.085308074951172, -3.6183433532714844, -0.3938884735107422, -3.2473201751708984, -3.718667984008789, -2.8086700439453125, -3.4286880493164062]",3,2],-0.3938884735107422,True,allenai/OLMo-7B,step211000-tokens933B,False
prog_size1,4,prog_size1_4,False,[8],"8]
[7] [8] [",-0.9431877136230469,[8],True,"[-0.43546295166015625, -1.7274494171142578, -3.7896270751953125, -4.693607330322266, -4.198431015014648, -4.139213562011719, -3.46112060546875, -4.050760269165039]",0,8],-0.43546295166015625,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb0,4,two_rule_comb0_4,False,[9 2],"9 2]
[0 9] [0",-2.997415542602539,"[9, 2]",True,"[-8.126182556152344, -12.059091567993164, -7.695243835449219, -7.1765289306640625, -0.028318405151367188, -6.613546371459961, -12.404544830322266, -8.129369735717773]",4,9 2],-0.028318405151367188,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,4,two_rule_comb1_4,False,[2 7],"2 7]
[2 7] [5",-4.477788925170898,"[2, 7]",True,"[-0.2182140350341797, -5.621843338012695, -5.36351203918457, -7.190101623535156, -6.34062385559082, -7.8898162841796875, -6.158561706542969, -6.300764083862305]",0,2 7],-0.2182140350341797,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,4,two_rule_comb2_4,False,[7 2],"7 2]
[5 3] [6",-2.284778594970703,"[7, 2]",True,"[-6.360752105712891, -10.489100456237793, -5.288801193237305, -6.474180221557617, -0.19116973876953125, -5.761241912841797, -6.799001693725586, -5.463174819946289]",4,7 2],-0.19116973876953125,True,allenai/OLMo-7B,step211000-tokens933B,False
