condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision,model_family,model_n_params,mc_correct_gt_intuitive,generated_response_correct,t,generated_response_naive_label.1
crt1,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"$2.
Question: What is the first thing you do when you come home?
Question: What is the opposite of a good neighbor?
Answer: A bad one.
Question: What did the baker say to the cake?
Answer: I can’t take you, you’re too full.
Question: What do you call a person who’s in charge of a cow?
Answer: A cow-herd.
Question: What did the",$2.00,intuitive,intuitive,"[-1.3198823928833008, -1.1121515035629272, -1.339221477508545, -1.3044509887695312, -0.9330716133117676, -1.0456538200378418, -1.587815284729004, -1.5036948919296265]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.319882393,-1.112151504,4,correct_alt,$1,-0.9330716133,False,-0.9330716133,-1.04565382,True,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$10.00,$20.00,$120.00,$100.00,$10,$20,$120,$100,"$10.
Question: A man walks into a bar with a slab of asphalt under his arm and says: ""A beer please, and one for the road.""
Answer: He was a paving contractor.
Question: What do you call a woman who knows where her husband is every night?
Answer: A widow.
Question: What do you call a person who is afraid of Santa Claus?
Answer: Claustrophob",$10.00,correct,correct,"[-0.9065518379211426, -0.7836027145385742, -1.2598673105239868, -1.1311753988265991, -0.7487115859985352, -0.39080333709716797, -1.2683794498443604, -0.9955604076385498]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.9065518379,-0.7836027145,5,intuitive_alt,$20,-0.3908033371,False,-0.748711586,-0.3908033371,False,Llama-2 7B,,Llama-2,7.0,False,True,,
crt1,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500,"$10
Explanation: The cost of the pack of diapers is $10.
Question: A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?
Answer: $10
Explanation: The cost of the pack of diapers is $10.
Question",$10.00,intuitive,intuitive,"[-1.1339328289031982, -0.6786162257194519, -1.4358934164047241, -1.2267935276031494, -1.3809213638305664, -0.3359222412109375, -1.559678554534912, -1.1340217590332031]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.133932829,-0.6786162257,5,intuitive_alt,$10,-0.3359222412,False,-1.380921364,-0.3359222412,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10,"$2
Question: A man and his son were in a terrible car crash which killed the man, but the son's life was saved by his father's blood transfusion. How is this possible?
Answer: The son was born after the crash.
Question: A man is standing on the edge of a cliff, and he sees a snake slithering toward him. He is about to jump off the cliff when he notices that the snake is",$2.00,,,"[-1.246626853942871, -0.998051643371582, -1.4400982856750488, -1.2969155311584473, -1.246626853942871, -0.6983351707458496, -1.6821476221084595, -1.3415899276733398]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.246626854,-0.9980516434,5,intuitive_alt,$3,-0.6983351707,False,-1.246626854,-0.6983351707,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100,"$30. The price of the rice cooker is $130, the price of the sculpture is $100, and the price of the sculpture is $130.
Question: What is 1/3 of 2/3 of 1/2?
Answer: 2/6. 1/3 of 2/3 of 1/2 is 1/2 x 2/3, which is 1/",$30.00,intuitive,intuitive,"[-1.3478177785873413, -0.8831751942634583, -1.3301830291748047, -1.1734769344329834, -1.5449022054672241, -0.4069995880126953, -1.319653034210205, -0.9519915580749512]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.347817779,-0.8831751943,5,intuitive_alt,$30,-0.406999588,False,-1.544902205,-0.406999588,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10,"The toy costs $2.
Question: The cost of a toy is $10 less than the cost of a pair of sunglasses. If the total cost of the toy and sunglasses is $40, how much does the toy cost?
Answer: The toy costs $20.
Question: A toy costs $10 more than the sunglasses. If the total cost of the toy and the sung",The toy costs $2.,,,"[-1.1429075002670288, -1.2790781259536743, -1.7398408651351929, -1.5053725242614746, -1.1429075002670288, -1.1080517768859863, -2.0429773330688477, -1.6613277196884155]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.1429075,-1.279078126,5,intuitive_alt,$3,-1.108051777,False,-1.1429075,-1.108051777,False,Llama-2 7B,,Llama-2,7.0,True,False,,
crt1,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5,"$1.20
If the speaker costs $5 more than the bottle of ouzo, then the speaker costs $6. The bottle of ouzo costs $5.20, so the bottle of ouzo costs $5.20 - $6 = $1.20.
A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the",$1.00,,,"[-1.4082937240600586, -0.7558194994926453, -1.1285663843154907, -1.0722858905792236, -1.4082937240600586, -0.7558194994926453, -1.1285663843154907, -1.8601408004760742]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.408293724,-0.7558194995,1,intuitive,$0.20,-0.7558194995,False,-1.408293724,-0.7558194995,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5,The wallet costs $1.20.,The wallet costs $1.,,,"[-1.3566865921020508, -0.5206018686294556, -1.223915457725525, -1.2608177661895752, -1.3566865921020508, -0.5206018686294556, -1.223915457725525, -2.2075681686401367]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.356686592,-0.5206018686,1,intuitive,$0.20,-0.5206018686,False,-1.356686592,-0.5206018686,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,$9.00,$9.00,,,"[-1.7331804037094116, -1.3611116409301758, -1.5974745750427246, -1.4402142763137817, -1.5772490501403809, -1.2502055168151855, -1.9135541915893555, -1.5939639806747437]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.733180404,-1.361111641,5,intuitive_alt,$4,-1.250205517,False,-1.57724905,-1.250205517,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100,"$30.
Explanation: The light bulb costs $30.
Explanation: The light bulb costs $30. The sunglasses cost $100 more than the light bulb. So, the sunglasses cost $130. The pair of sunglasses and the light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb.",$30.00,intuitive,intuitive,"[-1.148516297340393, -0.8399431109428406, -1.3640458583831787, -1.142340064048767, -1.2626022100448608, -0.3677161633968353, -1.4122726917266846, -0.9867923259735107]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.148516297,-0.8399431109,5,intuitive_alt,$30,-0.3677161634,False,-1.26260221,-0.3677161634,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"$0.20
Question: A woman is 50% taller than her son. Her height is 180 cm. What is the son's height?
Answer: 100 cm
Question: A man has 3 sons. The first is 2 years older than the second, and the second is 3 years older than the third. How old are they?
Answer: 15, 12, 9
Question:",$0.00,,intuitive,"[-0.6407619714736938, -0.47301405668258667, -1.2353763580322266, -0.954995334148407, -0.6407619714736938, -0.47301405668258667, -1.2353763580322266, -1.2701663970947266]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.6407619715,-0.4730140567,1,intuitive,$0.20,-0.4730140567,False,-0.6407619715,-0.4730140567,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"$24.
Here’s a quick way to solve this question.
We know that $52 is the total price of the leggings and the scarf.
Let’s say the leggings cost $x.
Then the scarf costs $50 – x.
We know that $50 – x = 52.
So, $50 – x = 52
x = 50 – 52
x",$24.00,,,"[-1.9772943258285522, -1.7544145584106445, -1.7370504140853882, -1.5713881254196167, -0.8216366767883301, -1.2653508186340332, -1.8985929489135742, -1.7299407720565796]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.977294326,-1.754414558,4,correct_alt,$1,-0.8216366768,False,-0.8216366768,-1.265350819,True,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$0.15,$0.30,$1.30,$1.00,$0.15,$0.30,$1.30,$1,"$0.30
A clock is 10% more expensive than a light bulb. The light bulb costs $1.20.
A clock is 10% more expensive than a light bulb. The light bulb costs $1.20. The clock costs $1.30.
The wall clock is $1 more than the light bulb. The wall clock costs $1.30. The light bulb costs $1.",$0.00,,intuitive,"[-1.2369180917739868, -0.44110164046287537, -1.2711355686187744, -1.0104814767837524, -1.2369180917739868, -0.44110164046287537, -1.2711355686187744, -1.343639850616455]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.236918092,-0.4411016405,1,intuitive,$0.30,-0.4411016405,False,-1.236918092,-0.4411016405,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,$2.00,$2.00,intuitive,intuitive,"[-1.4302241802215576, -1.1014518737792969, -1.4261642694473267, -1.4228366613388062, -1.068192481994629, -0.8413925170898438, -1.7284984588623047, -1.6457990407943726]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.43022418,-1.101451874,5,intuitive_alt,$2,-0.8413925171,False,-1.068192482,-0.8413925171,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"$4.
Explanation: The keyboard costs $50 more than the pair of socks, so it costs $55. The total cost is $54, so the pair of socks must cost $4.
Previous articleThe first two digits of a two-digit number are 5 and 2. When the digits are reversed, the number is 8 more than the original number. What is the original number?
Next articleA man is ",$4.00,intuitive,intuitive,"[-1.3563038110733032, -0.9254663586616516, -1.5466508865356445, -1.4794082641601562, -1.6075372695922852, -0.6697292327880859, -1.8654378652572632, -1.6869856119155884]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.356303811,-0.9254663587,5,intuitive_alt,$4,-0.6697292328,False,-1.60753727,-0.6697292328,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50,"The pizza costs $13.
Question: If you add 50 to the number 55, you get 105. What number did you start with?
Answer: The number 55.
Question: How much money do you get if you add 25 cents to 75 cents?
Answer: 100 cents.
Question: A boy’s age is three times his father’s age. After ",The pizza costs $13.,,,"[-1.4056975841522217, -1.2807128429412842, -1.6047439575195312, -1.5038241147994995, -1.4056975841522217, -1.516000747680664, -1.9078394174575806, -1.7405344247817993]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.405697584,-1.280712843,1,intuitive,$3.00,-1.280712843,False,-1.405697584,-1.516000748,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"The bottle of ouzo costs $3.
I know what you're thinking. ""What kind of question is this? It's impossible to answer.""
And you're right. The question is impossible to answer.
But it's also impossible to answer the question, ""How many gas stations are there in the United States?""
How many gas stations are there in the United States?
It's impossible to answer that question because the question is impossible to answer",The bottle of ouzo costs $3.,,,"[-1.3791751861572266, -0.9963167309761047, -1.437569260597229, -1.3778256177902222, -1.4880390167236328, -0.7674589157104492, -1.6305179595947266, -1.5027834177017212]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.379175186,-0.996316731,5,intuitive_alt,$4,-0.7674589157,False,-1.488039017,-0.7674589157,False,Llama-2 7B,,Llama-2,7.0,False,False,,
crt1,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10,"$3
Question: A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?
Answer: $3.
Question: A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?
Answer: $3. Pizza costs $13 and the toy costs $",$3.00,intuitive,intuitive,"[-1.1707559823989868, -1.115558385848999, -1.678727149963379, -1.5368900299072266, -1.1707559823989868, -0.7766661643981934, -2.0067288875579834, -1.666690468788147]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.170755982,-1.115558386,5,intuitive_alt,$3,-0.7766661644,False,-1.170755982,-0.7766661644,False,Llama-2 7B,,Llama-2,7.0,False,False,,
