problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct,model_family,model_n_params,training_step
two_rule_comb5,2,two_rule_comb5_2,False,[9 9],"9 9]
[7 8] [9",-1.9889392852783203,"[9, 9]",True,"[-7.525199890136719, -8.171723365783691, -0.9655265808105469, -5.855922698974609, -6.650997161865234, -8.752082824707031, -4.230083465576172, -6.422979354858398]",2,9 9],-0.9655265808105468,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb0,2,three_rule_comb0_2,False,[2 9 0],"2 9 0]
[3 3 4]",-4.286382675170898,"[2, 9, 0]",True,"[-4.909143447875977, -8.514654159545898, -4.860612869262695, -11.044242858886719, -1.3147964477539062, -7.232532501220703, -9.88580322265625, -7.016210556030273]",4,2 9 0],-1.3147964477539062,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb1,2,three_rule_comb1_2,False,[3 3 2],"2 3 2]
[5 6 5]",-4.125404357910156,"[2, 3, 2]",False,"[-5.531291961669922, -6.39263916015625, -5.902070999145508, -8.616634368896484, -3.5414085388183594, -4.645221710205078, -7.463567733764648, -7.117212295532227]",4,4 3 2],-3.5414085388183594,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb2,2,three_rule_comb2_2,False,[8 5 6],"8 5 0]
[9 4 7]",-3.576822280883789,"[8, 5, 0]",False,"[-7.309238433837891, -6.477910995483398, -5.894844055175781, -3.5811100006103516, -2.476816177368164, -4.254339218139648, -7.760149002075195, -10.285774230957031]",4,8 5 6],-2.476816177368164,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb3,2,three_rule_comb3_2,False,[6 3 7],"6 6 7]
[6 6 7]",-6.8081207275390625,"[6, 6, 7]",False,"[-4.709512710571289, -7.597564697265625, -3.6298675537109375, -7.05348014831543, -5.229658126831055, -7.100685119628906, -6.773468017578125, -6.488166809082031]",2,6 7 7],-3.6298675537109375,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb4,2,three_rule_comb4_2,False,[9 3 1],"9 3 1]
[7 2 9]",-6.018218994140625,"[9, 3, 1]",True,"[-8.546625137329102, -2.0793018341064453, -4.695280075073242, -5.218297958374023, -10.21664810180664, -6.777132034301758, -5.625236511230469, -5.461217880249023]",1,9 3 1],-2.0793018341064453,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb5,2,three_rule_comb5_2,False,[5 3 1],"5 3 1]
[4 4 2]",-4.218040466308594,"[5, 3, 1]",True,"[-7.915496826171875, -6.690025329589844, -3.7960166931152344, -7.59941291809082, -2.4986839294433594, -6.297336578369141, -6.565837860107422, -7.839870452880859]",4,5 3 1],-2.4986839294433594,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb6,2,three_rule_comb6_2,False,[1 0 2],"7 0 1]
[6 6 3]",-5.766176223754883,"[7, 0, 1]",False,"[-5.531034469604492, -8.313287734985352, -5.848810195922852, -8.132461547851562, -10.667757034301758, -8.574289321899414, -5.939790725708008, -5.065807342529297]",7,1 0 2],-5.065807342529297,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb7,2,three_rule_comb7_2,False,[4 7 9],"7 7 9] [6 6 6]
",-3.8382320404052734,"[7, 7, 9]",False,"[-6.849884033203125, -6.522077560424805, -7.027637481689453, -4.357736587524414, -6.060831069946289, -7.5601806640625, -8.580778121948242, -7.912725448608398]",3,6 6 6],-4.357736587524414,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb8,2,three_rule_comb8_2,False,[3 0 8],"9 2 6]
[8 2 6]",-4.239831924438477,"[9, 2, 6]",False,"[-8.683504104614258, -6.3517608642578125, -6.346004486083984, -7.724668502807617, -7.742912292480469, -9.44589614868164, -8.07485580444336, -3.442586898803711]",7,7 4 4],-3.442586898803711,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb9,2,three_rule_comb9_2,False,[6 7 2],"6 4 5]
[5 6 3]",-3.3533496856689453,"[6, 4, 5]",False,"[-5.846330642700195, -6.487949371337891, -3.3262805938720703, -8.812477111816406, -3.918058395385742, -6.454074859619141, -7.540061950683594, -5.298332214355469]",2,6 7 2],-3.3262805938720703,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c3_set_union,2,c3_set_union_2,True,[1 9 8 6],"1 8]
[2 9] [1",-6.891836166381836,[1 8],False,"[-11.675933837890625, -4.172361373901367, -8.683710098266602, -4.958635330200195, -5.682392120361328, 0.0, -3.332914352416992, -2.2940902709960938]",5,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c1_set_union,2,c1_set_union_2,True,[1],"2]
[1 2] [1]",-5.471965789794922,[2],False,"[-5.297029495239258, -6.074102401733398, -2.5135726928710938, -1.7899589538574219, -7.90424919128418, -2.672412872314453, -10.141231536865234, -9.798221588134766]",3,1],-1.789958953857422,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c2_set_union,2,c2_set_union_2,True,[1],"8 1 4 1] [4 1]
",-5.736743927001953,[1 1 4 8],False,"[0.0, -4.507390975952148, -5.283590316772461, -5.070945739746094, -5.98773193359375, -4.2207489013671875, -3.1943397521972656, -4.740697860717773]",0,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
AND,2,AND_2,True,[5],"5] [5]
[8 5]",-4.237358093261719,[5],True,"[-6.503833770751953, -8.779430389404297, -6.155755996704102, -15.484920501708984, -4.515037536621094, -8.356391906738281, -10.428171157836914, -1.0155220031738281]",7,5],-1.015522003173828,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
XOR,2,XOR_2,True,[3 4],"2 2]
[1 4] [1",-6.377902984619141,[2 2],False,"[-16.519229888916016, -4.1129302978515625, -3.547332763671875, -13.282159805297852, -5.955791473388672, -5.972126007080078, -3.495105743408203, -11.500116348266602]",6,5 4],-3.495105743408203,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c3_set_union_permuted,2,c3_set_union_permuted_2,True,[2 1 4 6],"6 2]
[2] [1]",-7.463876724243164,[2 6],False,"[-5.651004791259766, -4.217538833618164, -3.164285659790039, -1.955617904663086, -8.997385025024414, -12.875473022460938, -3.792379379272461, -5.670341491699219]",3,1 2],-1.955617904663086,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c2_set_union_permuted,2,c2_set_union_permuted_2,True,[9],"2 9] [2 9]
[7",-4.983945846557617,[2 9],False,"[0.0, -2.04376220703125, -6.509706497192383, -9.622760772705078, -1.9784526824951172, -9.237579345703125, -7.113212585449219, -5.462385177612305]",0,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c1_set_union_permuted,2,c1_set_union_permuted_2,True,[2],"2] [2]
[2 2]",-7.668142318725586,[2],True,"[-10.045343399047852, -8.807798385620117, -2.2874794006347656, -10.97258186340332, -4.0465545654296875, -6.999271392822266, -3.552104949951172, -4.332233428955078]",2,2],-2.2874794006347656,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
XOR_permuted,2,XOR_permuted_2,True,[1 7],"7 7]
[4 7] [7",-5.551374435424805,[7 7],False,"[-11.247371673583984, -8.833349227905273, -5.51416015625, 0.0, -3.940319061279297, -6.663457870483398, -11.720381736755371, -12.720736503601074]",3,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
AND_permuted,2,AND_permuted_2,True,[],"2]
[4] [2] [",-6.668886184692383,[2],False,"[-3.571866989135742, -1.8155670166015625, -10.8773832321167, -5.6241912841796875, -3.9559879302978516, 0.0, -2.9222640991210938, -4.821901321411133]",5,],0.0,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
row_constant,3,row_constant_3,False,[3],"3]
[2] [2] [",-2.7932701110839844,[3],True,"[-3.1175537109375, -5.692928314208984, -5.165504455566406, -6.617988586425781, -4.293292999267578, -0.10618209838867188, -4.410417556762695, -4.514410018920898]",5,3],-0.1061820983886718,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
col_constant,3,col_constant_3,False,[8],"8]
[7] [4] [",-0.5245628356933594,[8],True,"[-2.8476715087890625, -3.6761531829833984, -5.313697814941406, -5.910011291503906, -4.168924331665039, -5.144979476928711, -4.145717620849609, -0.18392372131347656]",7,8],-0.1839237213134765,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
dist3_diag1,3,dist3_diag1_3,False,[0],"5]
[9] [5] [",-2.714557647705078,[5],False,"[-3.3513126373291016, -1.9403228759765625, -3.906709671020508, -4.46064567565918, -1.0017166137695312, -3.436920166015625, -5.25037956237793, -1.2408027648925781]",4,5],-1.0017166137695312,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
dist3_diag2,3,dist3_diag2_3,False,[4],"4] [7]
[1] [",-2.790769577026367,[4],True,"[-2.3959789276123047, -3.431894302368164, -1.4179840087890625, -3.7415237426757812, -4.379241943359375, -0.7662754058837891, -2.484832763671875, -4.0808868408203125]",5,4],-0.7662754058837891,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
prog_size1,3,prog_size1_3,False,[7],"7]
[6] [7] [",-0.7155857086181641,[7],True,"[-5.540576934814453, -5.20799446105957, -4.716007232666016, -0.13162994384765625, -3.9785232543945312, -6.165367126464844, -4.471490859985352, -3.362760543823242]",3,7],-0.1316299438476562,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
prog_size2,3,prog_size2_3,False,[1],"2]
[3] [2] [",-2.8451480865478516,[2],False,"[-3.806427001953125, -1.8775253295898438, -2.2399463653564453, -3.5626373291015625, -1.4765281677246094, -3.712291717529297, -2.907503128051758, -3.077310562133789]",4,7],-1.4765281677246094,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb0,3,two_rule_comb0_3,False,[2 0],"2 0]
[1 0] [1",-3.1378116607666016,"[2, 0]",True,"[-0.09213638305664062, -5.512393951416016, -5.676332473754883, -5.781656265258789, -8.499835968017578, -8.177202224731445, -5.970502853393555, -9.43478012084961]",0,2 0],-0.0921363830566406,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb1,3,two_rule_comb1_3,False,[3 4],"3 4]
[1 7] [1",-6.610132217407227,"[3, 4]",True,"[-5.110269546508789, -5.525472640991211, -2.1048927307128906, -6.333341598510742, -5.501121520996094, -4.8397369384765625, -4.811635971069336, -6.163991928100586]",2,3 4],-2.10489273071289,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb2,3,two_rule_comb2_3,False,[1 5],"2 4]
[7 3] [2",-4.474496841430664,"[2, 4]",False,"[-4.7494659423828125, -6.886791229248047, -5.57505989074707, -2.8958778381347656, -8.078070640563965, -6.731396675109863, -4.94511604309082, -3.357637405395508]",3,1 5],-2.8958778381347656,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb3,3,two_rule_comb3_3,False,[1 8],"1 8]
[1 8] [8",-3.203704833984375,"[1, 8]",True,"[-0.8856658935546875, -2.4380950927734375, -7.532482147216797, -6.91925048828125, -5.396684646606445, -2.204336166381836, -9.372940063476562, -5.624944686889648]",0,1 8],-0.8856658935546875,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb4,3,two_rule_comb4_3,False,[3 1],"3 4]
[3 4] [2",-3.70352554321289,"[3, 4]",False,"[-4.183094024658203, -3.784151077270508, -3.176097869873047, -7.654491424560547, -4.671915054321289, -5.2808380126953125, -7.774497985839844, -3.832366943359375]",2,8 2],-3.176097869873047,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb5,3,two_rule_comb5_3,False,[4 5],"4 5]
[7 2] [4",-2.5999622344970703,"[4, 5]",True,"[-4.486272811889648, -4.374029159545898, -4.874444961547852, -7.043033599853516, -5.641663551330566, -0.9605369567871094, -4.376228332519531, -7.001379013061523]",5,4 5],-0.9605369567871094,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb0,3,three_rule_comb0_3,False,[9 7 2],"9 7 2]
[10 2 2]",-4.684331893920898,"[9, 7, 2]",True,"[-10.959335327148438, -0.06235694885253906, -5.360988616943359, -11.48788833618164, -8.815479278564453, -13.52387809753418, -15.188957214355469, -14.064350128173828]",1,9 7 2],-0.062356948852539,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb1,3,three_rule_comb1_3,False,[6 4 8],"6 4 2]
[1 2 3]",-6.946016311645508,"[6, 4, 2]",False,"[-9.361398696899414, -7.830694198608398, -9.554399490356445, -3.0997371673583984, -9.882312774658203, -10.657257080078125, -9.786197662353516, -9.920372009277344]",3,6 4 8],-3.0997371673583984,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb2,3,three_rule_comb2_3,False,[2 8 8],"2 6 7]
[1 5 7]",-6.578191757202148,"[2, 6, 7]",False,"[-10.875707626342773, -7.72114372253418, -11.48530387878418, -8.209901809692383, -6.649543762207031, -9.177604675292969, -10.422779083251953, -2.3824844360351562]",7,2 8 8],-2.382484436035156,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb3,3,three_rule_comb3_3,False,[4 8 9],"2 4 3]
[2 2 4]",-10.574529647827148,"[2, 4, 3]",False,"[-7.720754623413086, -6.205999374389648, -7.458614349365234, -7.7024383544921875, -7.076055526733398, -6.898433685302734, -5.742794036865234, -7.464536666870117]",6,4 2 9],-5.742794036865234,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb4,3,three_rule_comb4_3,False,[9 7 0],"9 3 2]
[10 9 4]",-4.327581405639648,"[9, 3, 2]",False,"[-11.401931762695312, -5.527736663818359, -4.763916015625, -8.020418167114258, -10.192502975463867, -7.598604202270508, -13.826456069946289, -12.095705032348633]",2,9 9 4],-4.763916015625,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb5,3,three_rule_comb5_3,False,[5 9 2],"5 7 5]
[4 4 3]",-5.178943634033203,"[5, 7, 5]",False,"[-6.25013542175293, -11.653068542480469, -14.65301513671875, -8.054666519165039, -12.43150520324707, -4.739538192749023, -8.703359603881836, -9.865547180175781]",5,5 9 2],-4.739538192749023,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb6,3,three_rule_comb6_3,False,[3 1 9],"0 1 9]
[4 1 9]",-3.758207321166992,"[0, 1, 9]",False,"[-8.591039657592773, -8.7574462890625, -6.372165679931641, -8.16534423828125, -4.162015914916992, -5.81890869140625, -5.606225967407227, -4.119993209838867]",7,0 0 9],-4.119993209838867,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb7,3,three_rule_comb7_3,False,[4 8 5],"4 5 2]
[3 4 6]",-3.5035934448242188,"[4, 5, 2]",False,"[-12.75029468536377, -9.98274040222168, -13.4850492477417, -4.363922119140625, -11.928300857543945, -5.202566146850586, -11.188822746276855, -11.977336883544922]",3,2 5 1],-4.363922119140625,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb8,3,three_rule_comb8_3,False,[7 5 9],"7 5 2]
[6 4 2]",-2.682096481323242,"[7, 5, 2]",False,"[-3.9580764770507812, -11.583133697509766, -7.195268630981445, -4.024148941040039, -10.581521987915039, -7.307779312133789, -8.365140914916992, -4.052400588989258]",0,7 5 9],-3.958076477050781,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
three_rule_comb9,3,three_rule_comb9_3,False,[5 8 6],"5 8 6]
[8 5 3]",-2.637716293334961,"[5, 8, 6]",True,"[-4.410652160644531, -6.521842956542969, -1.6153106689453125, -9.721033096313477, -8.975343704223633, -9.338335037231445, -4.82939338684082, -9.116973876953125]",2,5 8 6],-1.6153106689453125,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c3_set_union,3,c3_set_union_3,True,[0 4 8 7],"0 8]
[0 8] [0",-6.205356597900391,[0 8],False,"[-10.77029037475586, -3.133838653564453, -8.334341049194336, -3.8343658447265625, -6.44367790222168, -2.7342395782470703, -4.958805084228516, -3.5291309356689453]",5,8 7],-2.7342395782470703,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c1_set_union,3,c1_set_union_3,True,[9],"0]
[0 0] [7 9",-7.492218017578125,[0],False,"[-2.0109825134277344, -10.203704833984375, -9.03797721862793, -8.910459518432617, -4.905851364135742, -5.009357452392578, -5.484895706176758, -11.308891296386719]",0,9],-2.0109825134277344,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c2_set_union,3,c2_set_union_3,True,[2],"2 2] [2 2 5]
[",-8.007047653198242,[2 2],False,"[-4.543773651123047, -8.444400787353516, 0.0, -4.897722244262695, -3.4839935302734375, -2.9493637084960938, -3.5709781646728516, -6.680549621582031]",2,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
AND,3,AND_3,True,[5],"5 4]
[0 5] [6",-3.193328857421875,[4 5],False,"[-8.890735626220703, -16.01988410949707, -8.84469985961914, -2.0401363372802734, -5.826692581176758, -1.6440296173095703, -9.081365585327148, -4.676340103149414]",5,5],-1.6440296173095703,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
XOR,3,XOR_3,True,[9 8],"1 6]
[1 6] [1",-7.6730499267578125,[1 6],False,"[-13.475887298583984, -4.496826171875, -4.273590087890625, -4.313915252685547, -7.961252212524414, -8.01762580871582, 0.0, -4.397974014282227]",6,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c3_set_union_permuted,3,c3_set_union_permuted_3,True,[6 0 1 3],"3 0]
[1 6] [6",-6.043455123901367,[0 3],False,"[-11.872604370117188, -3.1383819580078125, -2.511625289916992, 0.0, -5.723297119140625, -6.925891876220703, -5.3842315673828125, -4.158967971801758]",3,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c2_set_union_permuted,3,c2_set_union_permuted_3,True,[8],"9 0 8 7] [8 9]
",-4.287038803100586,[0 7 8 9],False,"[-5.363964080810547, -2.924236297607422, -8.43702507019043, -3.9879379272460938, -5.89753532409668, -8.999086380004883, 0.0, -4.257902145385742]",6,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
c1_set_union_permuted,3,c1_set_union_permuted_3,True,[3],"0]
[0] [0] [",-6.759159088134766,[0],False,"[-5.050531387329102, -9.539770126342773, -11.893929481506348, -3.3370532989501953, 0.0, -12.84860610961914, -4.643396377563477, -7.891290664672852]",4,],0.0,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
XOR_permuted,3,XOR_permuted_3,True,[6 0],"6 8]
[8 3] [6",-7.406883239746094,[6 8],False,"[-2.374837875366211, -14.393837928771973, -4.908329010009766, -8.687541961669922, -8.595149993896484, -3.839578628540039, -4.698003768920898, -4.270360946655273]",0,0 8],-2.374837875366211,False,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
AND_permuted,3,AND_permuted_3,True,[],"2 2] [2]
[7]",-4.892406463623047,[2 2],False,"[0.0, -5.245077133178711, -12.26841926574707, -14.514755249023438, -16.7200927734375, -13.286527633666992, -2.7552127838134766, -1.6241874694824219]",0,],0.0,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
row_constant,4,row_constant_4,False,[6],"6]
[2] [2] [",-2.72247314453125,[6],True,"[-6.261281967163086, -5.645734786987305, -4.039094924926758, -5.539203643798828, -0.09214019775390625, -5.103855133056641, -6.721586227416992, -3.0713748931884766]",4,6],-0.0921401977539062,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
col_constant,4,col_constant_4,False,[7],"7]
[9] [8] [",-0.3800315856933594,[7],True,"[-4.7371368408203125, -5.675548553466797, -4.623889923095703, -3.577667236328125, -5.735563278198242, -0.12306594848632812, -3.4228267669677734, -4.556262969970703]",5,7],-0.1230659484863281,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
dist3_diag1,4,dist3_diag1_4,False,[6],"6]
[6] [5] [",-1.5848426818847656,[6],True,"[-3.296253204345703, -3.0191078186035156, -0.2824077606201172, -3.5824527740478516, -3.7371387481689453, -4.248517990112305, -4.129859924316406, -4.1436920166015625]",2,6],-0.2824077606201172,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
dist3_diag2,4,dist3_diag2_4,False,[2],"2]
[2] [7] [",-2.3245582580566406,[2],True,"[-5.033540725708008, -5.743995666503906, -4.697971343994141, -0.1916065216064453, -4.252790451049805, -5.601171493530273, -2.716520309448242, -3.4672927856445312]",3,2],-0.1916065216064453,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
prog_size1,4,prog_size1_4,False,[8],"8]
[7] [8] [",-1.1329307556152344,[8],True,"[-0.24677276611328125, -2.0611419677734375, -4.382774353027344, -4.262012481689453, -6.3218231201171875, -5.069795608520508, -5.696993827819824, -4.046632766723633]",0,8],-0.2467727661132812,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb0,4,two_rule_comb0_4,False,[9 2],"9 2]
[8 8] [8",-3.6237945556640625,"[9, 2]",True,"[-6.371530532836914, -7.734516143798828, -3.8693180084228516, -5.070974349975586, -0.8989009857177734, -3.555896759033203, -9.68121337890625, -6.158267974853516]",4,9 2],-0.8989009857177734,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
two_rule_comb1,4,two_rule_comb1_4,False,[2 7],"2 7]
[9 6] [2",-5.655519485473633,"[2, 7]",True,"[-1.5064945220947266, -2.6626510620117188, -3.602926254272461, -5.487066268920898, -5.490283966064453, -6.326299667358398, -5.093011856079102, -4.941810607910156]",0,2 7],-1.5064945220947266,True,OLMo 7B,step31000-tokens137B,False,OLMo,7,31000
