condition,model,model_family,model_n_params,item_id,question,response,response_label,response_correct,eval_method,pretty_eval_method
crt1,Pythia 6.9B,Pythia,6.9,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$14.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$14,total_cost_alt,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$54.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$54.00,total_cost,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$510.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$510,total_cost_alt,True,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$5.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$5.10,total_cost,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$1.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$1.20,total_cost,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$14.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$14,total_cost_alt,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$53.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$53,total_cost_alt,True,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$52.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$52.00,total_cost,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$120.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$120,total_cost_alt,True,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$50.00,,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$5.00,correct,True,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$13.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$13,total_cost_alt,True,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$30.00,intuitive,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$30,intuitive_alt,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$13.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$13,total_cost_alt,True,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,The bottle of ouzo costs $5.,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$5.20,total_cost,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$5.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$5.20,total_cost,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,The sculpture costs $50 more than the rug.,more,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,$54.00,total_cost,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$130.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$130,total_cost_alt,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$1.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$1.20,total_cost,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$52.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$2.00,intuitive,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$1.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$0.30,intuitive,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$52.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$52,total_cost_alt,True,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$54.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$54,total_cost_alt,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$53.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$53,total_cost_alt,True,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$54.00,total_cost,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$54.00,total_cost,False,mc,Forced choice
crt1,Pythia 6.9B,Pythia,6.9,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$5.00,,False,generated,Production
crt1,Pythia 6.9B,Pythia,6.9,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$10,more_alt,True,mc,Forced choice
crt1,Mistral 7B,Mistral,7.0,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,$40.00,intuitive,False,generated,Production
crt1,Mistral 7B,Mistral,7.0,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,$40,intuitive_alt,False,mc,Forced choice
crt1,Mistral 7B,Mistral,7.0,2,A potato and a camera together cost $1.40. The potato costs $1 more than the camera. How much does the camera cost?,10 cents.,,False,generated,Production
crt1,Mistral 7B,Mistral,7.0,2,A potato and a camera together cost $1.40. The potato costs $1 more than the camera. How much does the camera cost?,$0.40,intuitive,False,mc,Forced choice
crt1,Mistral 7B,Mistral,7.0,3,A boat and a potato together cost $110. The boat costs $100 more than the potato. How much does the potato cost?,$10.00,intuitive,False,generated,Production
crt1,Mistral 7B,Mistral,7.0,3,A boat and a potato together cost $110. The boat costs $100 more than the potato. How much does the potato cost?,$10,intuitive_alt,False,mc,Forced choice
crt1,Mistral 7B,Mistral,7.0,4,A light bulb and a pan together cost $12. The light bulb costs $10 more than the pan. How much does the pan cost?,$2.00,intuitive,False,generated,Production
crt1,Mistral 7B,Mistral,7.0,4,A light bulb and a pan together cost $12. The light bulb costs $10 more than the pan. How much does the pan cost?,$2,intuitive_alt,False,mc,Forced choice
crt1,Mistral 7B,Mistral,7.0,5,A chair and a coat together cost $13. The chair costs $10 more than the coat. How much does the coat cost?,$3.00,intuitive,False,generated,Production
crt1,Mistral 7B,Mistral,7.0,5,A chair and a coat together cost $13. The chair costs $10 more than the coat. How much does the coat cost?,$3,intuitive_alt,False,mc,Forced choice
crt1,Mistral 7B,Mistral,7.0,6,A tube of toothpaste and a wallet together cost $54. The tube of toothpaste costs $50 more than the wallet. How much does the wallet cost?,$4.00,intuitive,False,generated,Production
crt1,Mistral 7B,Mistral,7.0,6,A tube of toothpaste and a wallet together cost $54. The tube of toothpaste costs $50 more than the wallet. How much does the wallet cost?,$4,intuitive_alt,False,mc,Forced choice
crt1,Mistral 7B,Mistral,7.0,7,A coffee table and a mixing bowl together cost $52. The coffee table costs $50 more than the mixing bowl. How much does the mixing bowl cost?,$2.00,intuitive,False,generated,Production
crt1,Mistral 7B,Mistral,7.0,7,A coffee table and a mixing bowl together cost $52. The coffee table costs $50 more than the mixing bowl. How much does the mixing bowl cost?,$2,intuitive_alt,False,mc,Forced choice
crt1,Mistral 7B,Mistral,7.0,8,A microwave oven and a flower box together cost $51. The microwave oven costs $50 more than the flower box. How much does the flower box cost?,$1.00,intuitive,False,generated,Production
crt1,Mistral 7B,Mistral,7.0,8,A microwave oven and a flower box together cost $51. The microwave oven costs $50 more than the flower box. How much does the flower box cost?,$1,intuitive_alt,False,mc,Forced choice
crt1,Mistral 7B,Mistral,7.0,9,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1 more than the helmet. How much does the helmet cost?,$0.00,intuitive,False,generated,Production
crt1,Mistral 7B,Mistral,7.0,9,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1 more than the helmet. How much does the helmet cost?,$0.20,intuitive,False,mc,Forced choice
