item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision,model_family,model_n_params,dataset,to_drop,good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID
2,Anaphora,TS 3,grammatical,The construction worker who argued with the shift leaders undeniably hurt himself on the construction site,The construction worker who argued with the shift leaders undeniably hurt themselves on the construction site,crt3,-85.9769058227539,-90.29241943359376,True,-2.510459899902344,-3.1030759811401367,-2.5162553787231445,-3.0946836471557617,True,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
3,Anaphora,TS 4,grammatical,The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand,The young caddy who escorted the experienced golfers supposedly dirtied themselves by falling in the sand,crt3,-90.14234924316406,-93.94068145751952,True,-2.7804574966430664,-3.4257354736328125,-2.8031511306762695,-3.4960107803344727,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
4,Anaphora,TS 5,grammatical,The police officer who aided the brilliant detectives reportedly disguised himself to get more information,The police officer who aided the brilliant detectives reportedly disguised themselves to get more information,crt3,-81.2442398071289,-85.5596694946289,True,-2.5161867141723633,-3.1385717391967773,-2.5212488174438477,-3.113954544067383,True,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
5,Anaphora,TS 6,ungrammatical,The football referee who argued with the large quarterbacks surprisingly excused himself from the important game,The football referee who argued with the large quarterbacks surprisingly excused themselves from the important game,crt3,-97.10414123535156,-100.85122680664062,True,-2.6447296142578125,-3.3994035720825195,-2.661433219909668,-3.357205390930176,True,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
6,Anaphora,TS 7,ungrammatical,The somber minister who conversed with the religious scholars usually presented himself as very open-minded,The somber minister who conversed with the religious scholars usually presented themselves as very open-minded,crt3,-86.09178161621094,-89.61769104003906,True,-2.612367630004883,-3.481818199157715,-2.6135120391845703,-3.4678001403808594,True,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
7,Anaphora,TS 8,ungrammatical,The serious general who advised the new corporals seemingly committed himself to the training regimen,The serious general who advised the new corporals seemingly committed themselves to the training regimen,crt3,-90.54686737060548,-95.72575378417967,True,-2.552705764770508,-3.2843122482299805,-2.5376901626586914,-3.191592216491699,False,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
8,Anaphora,TS 9,ungrammatical,The paranoid foreman who supervised the coal miners presumably saved himself after the awful cave-in,The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in,crt3,-94.06189727783205,-98.1499481201172,True,-2.5562171936035156,-2.995821952819824,-2.5292444229125977,-2.9153242111206055,False,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
9,Anaphora,TS 10,ungrammatical,The grimy blacksmith who worked for the royal knights evidently hurt himself with the sharp tools,The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools,crt3,-88.69338989257812,-93.11212158203124,True,-2.816465377807617,-3.518214225769043,-2.815671920776367,-3.4768247604370117,False,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
10,Center Embedding,TS 1,grammatical,The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page,The ancient manuscript that the grad student who the new card catalog had confused a great deal was missing a page,crt3,-122.18878936767578,-107.9327621459961,False,-2.8221168518066406,-3.45082950592041,-2.89688777923584,-3.679624557495117,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
11,Center Embedding,TS 2,grammatical,The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago,The lullaby that the famous country singer who the record label had signed to a big contract was written seventy years ago,crt3,-104.68243408203124,-96.03952026367188,False,-2.4454345703125,-3.2274580001831055,-2.6700592041015625,-3.4755964279174805,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
12,Center Embedding,TS 3,grammatical,The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours,The game that the child who the lawnmower had startled in the yard lasted for hours,crt3,-95.33041381835938,-84.20680236816406,False,-2.6571731567382812,-3.4348878860473633,-2.8676271438598633,-3.576230049133301,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
13,Center Embedding,TS 4,grammatical,The crime that the gangster who the story had profiled had planned for weeks was quickly solved,The crime that the gangster who the story had profiled was quickly solved,crt3,-88.5401611328125,-80.82501220703125,False,-2.696084976196289,-3.498149871826172,-2.7473764419555664,-3.5282812118530273,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
14,Center Embedding,TS 5,grammatical,The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine,The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine,crt3,-100.47853088378906,-100.47853088378906,False,-2.6846914291381836,-3.4046764373779297,-2.6846914291381836,-3.4046764373779297,False,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
15,Center Embedding,TS 6,ungrammatical,The trophy that the athlete who the restaurant had hired as a spokesman cherished was stolen later,The trophy that the athlete who the restaurant had hired as a spokesman was stolen later,crt3,-92.93316650390624,-87.85293579101562,False,-2.7242956161499023,-3.4435501098632812,-2.7371997833251953,-3.529552459716797,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
16,Center Embedding,TS 7,ungrammatical,The apartment that the maid who the service had sent over cleaned was well decorated,The apartment that the maid who the service had sent over was well decorated,crt3,-74.20738983154297,-72.9971694946289,False,-2.5668277740478516,-3.245563507080078,-2.7639389038085938,-3.493218421936035,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
17,Center Embedding,TS 8,ungrammatical,The shirt that the seamstress who the immigration officer had investigated last week wore needed to be dry cleaned,The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned,crt3,-94.66571044921876,-94.7446746826172,True,-2.954615592956543,-3.693380355834961,-3.1078853607177734,-3.761688232421875,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
18,Center Embedding,TS 9,ungrammatical,The lecture that the professor who the newspaper story had just profiled in detail delivered was not well attended,The lecture that the professor who the newspaper story had just profiled in detail was not well attended,crt3,-87.26002502441406,-87.08757781982422,False,-2.6831703186035156,-3.5104808807373047,-2.738471031188965,-3.544801712036133,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
19,Center Embedding,TS 10,ungrammatical,The novel that the horror author who the publishing company had recently fired wrote last year was banned by the local library,The novel that the horror author who the publishing company had recently fired was banned by the local library,crt3,-98.22772979736328,-89.43687438964844,False,-2.732670783996582,-3.446896553039551,-2.719762802124023,-3.374795913696289,False,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
20,Comparative Sentences,TS 1,grammatical,More gym instructors won a marathon yesterday than lawyers did,More gym instructors won a marathon yesterday than Nikhil did,crt3,-68.53085327148438,-73.94786834716797,True,-2.519595146179199,-3.23044490814209,-2.7338151931762695,-3.3248071670532227,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
21,Comparative Sentences,TS 2,grammatical,More Americans began law school this week than Canadians did,More Americans began law school this week than Jason did,crt3,-53.12806701660156,-56.411075592041016,True,-2.6543359756469727,-3.343874931335449,-2.6916818618774414,-3.1908273696899414,True,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
22,Comparative Sentences,TS 3,grammatical,This month more one-year-olds took their first steps than 10-month-olds did,This month more one-year-olds took their first steps than Marie's daughter did,crt3,-52.76675796508789,-63.88984680175781,True,-2.650834083557129,-3.716084480285645,-2.6138792037963867,-3.501708984375,False,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
23,Comparative Sentences,TS 4,grammatical,Today more Brazilians immigrated to Japan than Chileans did,Today more Brazilians immigrated to Japan than Wolfgang did,crt3,-50.03464889526367,-61.38871383666992,True,-2.628109931945801,-3.463308334350586,-2.717578887939453,-3.427475929260254,True,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
24,Comparative Sentences,TS 5,grammatical,More 18-year-olds voted in this election than 40-year-olds did,More 18-year-olds voted in this election than he did,crt3,-37.34043884277344,-36.82568359375,False,-2.522836685180664,-3.2944488525390625,-2.5612287521362305,-3.25032901763916,True,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
25,Comparative Sentences,TS 6,ungrammatical,More photographers won their third Pulitzer this year than the writers did,More photographers won their third Pulitzer this year than the professor did,crt3,-54.689056396484375,-59.16431427001953,True,-2.6723852157592773,-3.2962074279785156,-2.6150941848754883,-3.1318359375,False,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
26,Comparative Sentences,TS 7,ungrammatical,More girls graduated from high school last year than boys did,More girls graduated from high school last year than John did,crt3,-32.093353271484375,-41.30807113647461,True,-2.6097898483276367,-3.334925651550293,-2.6029272079467773,-3.1845502853393555,False,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
27,Comparative Sentences,TS 8,ungrammatical,This semester more foreign applicants got into Stanford than Americans did,This semester more foreign applicants got into Stanford than Marie did,crt3,-53.31590270996094,-66.56464385986328,True,-2.364410400390625,-3.1582345962524414,-2.3676681518554688,-3.043577194213867,True,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
28,Comparative Sentences,TS 9,ungrammatical,More boys got an A on the exam yesterday than the girls did,More boys got an A on the exam yesterday than she did,crt3,-49.803123474121094,-50.86979675292969,True,-2.343611717224121,-3.013996124267578,-2.383145332336426,-3.0668344497680664,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
29,Comparative Sentences,TS 10,ungrammatical,Last month more couples had their second child than single parents did,Last month more couples had their second child than Sandra's sister did,crt3,-46.83061981201172,-63.962120056152344,True,-2.9777841567993164,-3.87626838684082,-2.9368486404418945,-3.7794904708862305,False,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
30,Intrusive Resumption,TS 1,grammatical,This is the boy that the cop who was leading the operation beat up,This is the boy that the cop who was leading the operation beat him up,crt3,-56.79305267333984,-61.674072265625,True,-2.4393510818481445,-2.995107650756836,-2.4427175521850586,-3.091005325317383,True,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
31,Intrusive Resumption,TS 2,grammatical,This is the girl that the child who was playing with the doll loved,This is the girl that the child who was playing with the doll loved her,crt3,-51.39417266845703,-57.80586242675781,True,-2.367603302001953,-3.017378807067871,-2.296706199645996,-3.065164566040039,False,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
32,Intrusive Resumption,TS 3,grammatical,This is the boy that the teachers who were teaching mathematics praised,This is the boy that the teachers who were teaching mathematics praised him,crt3,-55.57988739013672,-61.032325744628906,True,-2.317366600036621,-2.984285354614258,-2.2888736724853516,-3.069918632507324,False,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
33,Intrusive Resumption,TS 4,grammatical,These are the flowers that the gardener who was working on John's flowerbed planted,These are the flowers that the gardener who was working on John's flowerbed planted them,crt3,-58.832130432128906,-65.44073486328125,True,-2.788331985473633,-3.547429084777832,-2.662546157836914,-3.465975761413574,False,True,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
34,Intrusive Resumption,TS 5,grammatical,These are the cakes that the pastry chefs who were participating in the competition baked,These are the cakes that the pastry chefs who were participating in the competition baked them,crt3,-49.96569061279297,-57.29520034790039,True,-2.545511245727539,-3.161954879760742,-2.4407958984375,-3.255889892578125,False,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
35,Intrusive Resumption,TS 6,ungrammatical,This is the girl that the boy who was working with the gardener courted,This is the girl that the boy who was working with the gardener courted her,crt3,-59.99329376220703,-64.69873046875,True,-2.3593568801879883,-2.999786376953125,-2.331416130065918,-3.036195755004883,False,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
36,Intrusive Resumption,TS 7,ungrammatical,This is the actress that the judge who was working at Cannes admired,This is the actress that the judge who was working at Cannes admired her,crt3,-67.80093383789062,-73.6718521118164,True,-2.685408592224121,-3.2950944900512695,-2.6489763259887695,-3.406017303466797,False,False,True,False,False,True,Pythia 6.9B,,Pythia,6.9,dgl,False,,,,,,
